,ID,Component_Type,Manufacturer,Installation_Date,Traffic_Load,CPU_Usage,Memory_Usage,Temperature,Failure_Type,Failure_Timestamp,Failure_Duration_Hours,Maintenance_Activity,Maintenance_Date,Maintenance_Cost
52,N53,load balancer,Juniper,2016-04-05,27.32753114784724,76.24299936168626,36.840268730886685,33.04989260120991,hardware,2022-09-14,7,repair,2022-12-16,116.1094634083623
53,N54,load balancer,Cisco,2012-03-03,39.01783472403765,25.82112134735217,83.25536656100502,29.85613028634309,hardware,2023-05-27,1,repair,2023-06-11,297.7766066052946
54,N55,switch,HP,2013-03-04,22.552538399618925,58.78778874545553,92.44716558388342,35.8222451256806,configuration,2022-06-24,7,upgrade,2023-03-02,763.4105815087247
55,N56,router,Juniper,2011-02-27,86.46050813204197,55.38646515712007,18.911245062501546,9.408204415941357,hardware,2023-02-09,2,repair,2023-11-11,444.90342395062953
56,N57,switch,Juniper,2010-01-27,98.79105674052492,11.434475599824435,58.730088868867256,20.778855643381604,hardware,2022-05-27,17,inspection,2022-06-09,410.3921713840574
57,N58,router,Juniper,2016-05-05,43.29723355060301,6.029058401145681,56.80602920593749,15.293368832055826,configuration,2023-08-08,16,repair,2023-06-03,685.942226834891
58,N59,router,Dell,2016-10-06,71.54435272734662,52.232697686591344,22.8204492125221,14.443373240360913,configuration,2022-07-28,7,repair,2022-10-24,266.62417894791713
59,N60,firewall,Cisco,2012-07-24,91.1571833575842,50.33270986860708,11.310674643209707,37.9370816575255,software,2023-09-25,16,repair,2022-11-01,224.11575775255164
60,N61,switch,Cisco,2016-07-15,46.005424479540395,28.917586541339602,75.95345814120856,40.96160183954263,hardware,2022-06-05,14,repair,2023-12-15,636.9744738547105
61,N62,firewall,Cisco,2017-02-05,11.854795658987582,43.50619436631179,36.588035157544596,47.4297712071954,configuration,2023-08-17,19,repair,2022-06-28,433.75998394584536
62,N63,load balancer,HP,2012-01-15,88.08897626064304,0.8701219304939389,73.6172333876803,16.63114158617931,hardware,2023-05-26,18,upgrade,2023-07-14,567.7617203318778
63,N64,switch,HP,2013-10-16,8.328100649316895,37.6441343891019,7.215532989346773,43.18934415716454,hardware,2023-08-19,22,upgrade,2022-02-14,560.5159450443082
64,N65,router,Dell,2018-01-17,87.46820287228608,65.10576120977359,57.519704517147694,25.831970315549626,hardware,2022-04-05,9,inspection,2022-10-14,253.58715561512187
65,N66,router,Cisco,2010-01-04,66.74661422248242,78.2535619164984,43.80585237352304,49.710800488473375,hardware,2022-02-16,5,upgrade,2022-03-22,862.1638800660677
66,N67,router,Dell,2015-02-16,80.23655805304908,6.532842596645738,37.08736325062758,40.961504880014054,configuration,2023-07-08,14,inspection,2023-11-15,581.5262701215134
67,N68,switch,HP,2015-02-03,72.44591389143888,8.880977202585338,98.64778610880944,20.968873948399608,software,2023-09-28,10,repair,2022-03-20,126.53146644209559
68,N69,router,Juniper,2016-09-12,94.93845809989094,63.23477997857292,28.878594453902974,47.73030688572231,hardware,2022-05-22,21,repair,2023-12-14,476.62559924986624
69,N70,switch,Dell,2015-02-23,53.53118899083981,61.816965975909085,93.76390311097484,9.6134220417032,hardware,2022-03-06,10,repair,2022-11-30,261.1340881666075
70,N71,firewall,Dell,2016-12-09,42.46250788024049,54.602985658928226,73.44746668003408,14.909600843517218,configuration,2023-09-15,20,upgrade,2023-09-17,449.52799545529746
71,N72,load balancer,Cisco,2015-01-27,92.1983470927566,14.827114383913687,82.6656822390656,37.88377312840219,hardware,2023-02-02,23,inspection,2023-01-06,554.3913915961259
72,N73,firewall,Juniper,2013-12-02,83.71257520097343,62.629354952089415,34.62581839440705,29.452948777846267,hardware,2022-04-14,10,inspection,2022-09-15,424.8960029309888
73,N74,switch,Juniper,2011-10-13,22.561945437796428,86.93721601413115,42.883150160272656,36.35733869548988,software,2023-01-25,12,inspection,2022-06-27,445.40100633660387
74,N75,router,Cisco,2012-09-17,82.94859399602623,45.75957537445865,22.450356121994574,18.96469296088962,hardware,2022-12-21,16,inspection,2023-12-26,331.72251512053117
75,N76,switch,Cisco,2016-07-16,48.03183087745177,65.87139415429995,55.31393366671795,41.51502483426371,hardware,2022-03-09,12,upgrade,2023-02-24,122.86403942298409
76,N77,switch,Dell,2011-07-28,92.66389903832419,89.79357788528831,18.855478853915653,40.79340766988556,hardware,2023-04-10,8,repair,2023-02-05,416.70219345266935
77,N78,firewall,Cisco,2014-12-12,3.8797771466782316,64.89417430906393,95.02276751603722,27.29021962748275,hardware,2023-06-12,5,inspection,2023-08-13,223.03452343999012
78,N79,load balancer,Dell,2012-05-21,93.60335259665189,74.21956555244637,71.33824555202172,38.59999413612946,software,2023-03-23,11,repair,2023-11-03,966.4380487263489
79,N80,router,Juniper,2015-01-26,62.56486166185916,9.083471791674347,95.4249868067137,41.21998083240005,software,2022-06-12,23,repair,2022-07-11,767.0723235801582
80,N81,load balancer,Juniper,2013-01-28,99.10913156075993,99.86891226103387,82.1372632363772,35.466038813235144,configuration,2023-10-28,23,inspection,2022-12-05,220.08261009149683
81,N82,firewall,HP,2014-07-05,75.92336913610953,77.88045042688208,75.82308961637513,6.97477483222102,configuration,2023-06-21,13,upgrade,2023-06-16,853.0948488990592
82,N83,load balancer,HP,2010-02-22,81.06493463691851,29.68418240843691,24.631596264824683,33.647764842106255,hardware,2023-09-02,20,repair,2022-03-31,288.15344176476276
83,N84,firewall,Juniper,2015-04-17,66.27910202688709,31.330216201807804,27.04609426455483,39.106101721630246,software,2022-03-07,6,repair,2023-12-09,187.19441393322927
84,N85,switch,Juniper,2015-02-14,5.062516670902206,27.600692254219716,35.70433167088448,39.877675383702446,hardware,2023-05-17,21,repair,2023-09-27,890.95332788169
85,N86,load balancer,HP,2014-01-24,21.23526064542135,33.52605615028792,30.07033701723063,20.850292185146067,hardware,2023-03-23,10,inspection,2022-12-07,191.15629918722536
86,N87,firewall,Dell,2014-12-28,27.188736774220246,20.149544498996686,82.65139282658915,21.22951244574103,hardware,2023-11-27,4,repair,2022-10-26,471.0991719090202
87,N88,router,Cisco,2017-12-23,27.63953861072649,32.51028127638021,92.85453290434744,29.812742048999013,hardware,2022-10-08,18,repair,2022-01-26,111.56051675525748
88,N89,switch,Dell,2011-12-01,3.109937944527197,14.809069694735744,30.50188467033923,27.867660633886544,configuration,2023-04-17,4,repair,2023-04-16,841.009029913351
89,N90,router,Dell,2014-05-28,72.06501657644942,1.860703545729292,72.25973465428383,43.67745532344329,software,2023-08-21,15,upgrade,2023-02-12,747.1716004883522
90,N91,firewall,Dell,2010-11-21,3.0664937126047564,97.75432650527608,42.09127931269854,21.806780620630654,hardware,2023-08-07,9,repair,2023-10-09,579.6669531376031
91,N92,router,Juniper,2016-02-05,16.223519449335722,72.18821373228621,37.492508733057775,7.933863454265722,configuration,2022-10-23,13,upgrade,2023-01-30,321.34460911218713
92,N93,switch,Juniper,2014-06-19,75.45382396177793,0.11374051032320143,96.16564366910222,28.77917394086043,configuration,2023-07-28,15,upgrade,2022-11-30,439.38120975005404
93,N94,firewall,Dell,2013-06-18,22.693727964424326,23.219062140347436,82.67037341932027,41.372522035240294,software,2023-02-18,12,upgrade,2023-02-28,923.8376150286259
94,N95,switch,Dell,2011-08-08,64.76101887637203,2.2596904295086095,54.3544495264453,31.52799439734441,hardware,2023-03-10,20,repair,2023-07-06,856.243901848632
95,N96,switch,Juniper,2014-11-01,47.22113958989572,22.14198250763788,2.4035112976681816,22.7321209494355,software,2022-02-04,14,upgrade,2022-09-24,632.3557034598564
96,N97,router,HP,2016-09-19,20.21801957643392,76.92383827630432,98.68865614794878,38.20645226619786,configuration,2023-11-07,16,inspection,2022-11-01,800.3472116337001
97,N98,router,Cisco,2011-12-28,31.203574953408562,56.54958110941376,98.4176055836874,21.61523358552882,configuration,2023-09-06,3,repair,2023-12-10,201.95424832541977
98,N99,firewall,Juniper,2017-04-05,74.32903182815124,6.041214305541653,33.70597621450744,9.973862219607682,configuration,2022-12-05,14,inspection,2022-12-06,245.20680393710322
99,N100,firewall,Dell,2015-12-20,11.216933405260932,82.83742188987301,9.473080706608805,9.677372653259786,software,2022-11-13,13,inspection,2022-11-13,768.5876544896098
100,N101,firewall,Dell,2017-10-18,16.76071520736645,48.0948662239957,18.706286348293066,1.9315334690526154,hardware,2022-10-20,15,inspection,2023-12-22,639.0788045511049
101,N102,load balancer,HP,2014-11-08,15.98493126268571,91.62483330402182,46.41017581703905,12.767645538330886,configuration,2023-11-22,5,repair,2023-12-18,223.80183187518693
102,N103,firewall,Juniper,2012-08-19,49.47702992277515,64.67495676682988,5.730870182684589,15.651364796161483,software,2022-03-24,20,upgrade,2023-11-25,485.3682383918409
103,N104,router,HP,2013-01-07,42.34159578080562,87.02871875277894,97.34068319299412,47.540212501785426,hardware,2022-10-21,13,inspection,2023-09-15,402.488790098609
104,N105,load balancer,HP,2011-05-29,87.34326209511183,47.85609485566956,30.714316235044294,38.98315454318944,software,2022-03-18,18,upgrade,2023-03-16,679.6446223893847
105,N106,router,Juniper,2017-05-01,7.651860419594369,55.2858929817716,16.507684834367875,29.43590108741464,hardware,2023-08-12,14,repair,2023-12-27,487.48407581256293
106,N107,firewall,Cisco,2013-07-26,48.206242394251476,19.26083606858543,96.42840582723146,39.149456488114176,hardware,2023-06-17,2,repair,2022-03-12,806.1666030461337
107,N108,firewall,Dell,2010-03-24,51.44888280206954,81.02059287005838,21.635499330719156,7.23075322960704,hardware,2022-09-04,3,repair,2022-10-11,131.62325516776366
108,N109,router,Cisco,2011-09-20,91.63033265660556,1.3174720940271278,15.321155625472871,17.892863862263457,configuration,2023-07-17,14,inspection,2022-07-14,999.2122120634633
109,N110,switch,Dell,2016-06-18,26.48065402996155,85.31808232762762,26.12485249057559,12.364819511779595,configuration,2022-06-17,12,repair,2023-06-26,204.28836857239597
110,N111,firewall,Juniper,2011-02-20,97.54061038351075,92.19708759322167,49.67009030824971,15.950484784535412,configuration,2022-08-27,15,upgrade,2022-04-14,265.4059568058558
111,N112,firewall,Dell,2010-04-21,22.39924701427417,39.716216006558156,58.0503008633177,14.124618685598882,hardware,2023-11-14,2,repair,2022-09-12,856.088705579699
112,N113,switch,Cisco,2012-09-06,9.345208744377176,13.432813596035398,77.4495686917579,35.6687138972682,hardware,2022-08-20,13,upgrade,2022-12-24,335.39813151114515
113,N114,firewall,Dell,2012-06-09,16.2997949065651,74.11285163175863,64.70449208957763,31.114451273033804,hardware,2023-03-13,9,upgrade,2022-07-18,482.9957516757919
114,N115,firewall,Cisco,2010-03-28,76.12099473496924,98.84948084552153,36.469938790315815,1.179196586067438,configuration,2022-05-14,15,upgrade,2022-09-29,448.683051841479
115,N116,switch,Cisco,2010-09-29,31.312261286522624,10.944476787466195,95.39803409934223,32.338009427232926,hardware,2023-04-29,9,upgrade,2023-12-21,158.00159703410435
116,N117,switch,Cisco,2011-10-07,21.720053806054175,55.21993725970892,72.76021849360141,22.1935319643847,hardware,2022-03-05,11,repair,2023-09-21,728.795055633582
117,N118,load balancer,Juniper,2012-11-04,87.64791097513847,68.12062658640858,6.9918472432006435,31.590633708991678,software,2022-06-07,5,upgrade,2022-09-05,198.41201509740517
118,N119,firewall,Dell,2013-08-14,68.89937849826832,82.80788035266932,48.268709122380116,6.20677494491474,hardware,2023-11-18,23,repair,2022-11-04,811.1160095172886
119,N120,switch,HP,2011-06-02,52.26486918174502,65.52356583627574,66.2135401626283,41.699051272115966,hardware,2023-11-30,8,upgrade,2023-07-10,151.07523368223403
120,N121,switch,Cisco,2014-06-26,17.06910083971881,64.0446323235036,85.94577620072424,46.25242282934995,configuration,2023-10-14,6,repair,2023-05-12,277.3966494341761
121,N122,switch,Juniper,2015-09-03,17.971590913529035,55.049207018573135,76.3549467077847,17.595250812995918,configuration,2022-07-13,4,upgrade,2023-11-21,856.4605824242946
122,N123,firewall,Dell,2015-12-10,52.12127694784896,90.24378329278365,26.665549392949806,5.639896021176632,software,2023-05-29,13,inspection,2022-05-23,362.9713644679596
123,N124,switch,HP,2011-07-05,15.250380830002985,87.15667602273179,78.51379900041702,44.22977445441831,configuration,2023-09-24,23,upgrade,2022-06-03,966.82164762667
124,N125,router,Cisco,2016-03-23,95.14402029820664,55.00422374835354,42.67107164141755,18.71888487832716,software,2022-12-07,17,upgrade,2023-04-09,273.7134076189435
125,N126,load balancer,Dell,2011-05-26,70.04125084820053,78.46873822898523,42.6690064052655,35.58718833046173,hardware,2022-04-24,2,repair,2023-10-03,564.0393839168528
126,N127,firewall,Juniper,2010-10-26,28.758348996410767,84.20436630344365,63.150545350003426,24.375606489282276,software,2023-01-22,21,upgrade,2023-08-04,836.9557228603359
127,N128,router,Dell,2013-10-11,5.961077900756784,68.40421125427531,11.559462680398303,16.476537854290108,configuration,2023-12-14,7,repair,2023-06-14,884.2527898942402
128,N129,firewall,Cisco,2014-01-25,64.80649500263802,68.40930423406155,32.737683627650135,28.26673617792051,hardware,2022-07-22,3,upgrade,2022-01-18,824.1806183103934
129,N130,load balancer,HP,2015-03-03,64.60801970054682,8.776381971828895,48.545301965162615,36.71857603396316,software,2022-08-28,13,inspection,2023-04-07,879.6344351908127
130,N131,router,Juniper,2016-09-19,47.04781002929901,77.16596588103755,34.458706493287124,29.948809920183788,configuration,2022-06-14,16,upgrade,2022-01-31,977.2436225557759
131,N132,load balancer,Juniper,2016-07-08,34.95119417857444,78.86009204678157,21.664412487067253,0.806276619021179,configuration,2022-12-27,11,inspection,2023-12-12,794.5385496468319
132,N133,load balancer,Dell,2013-05-16,12.571134513895077,40.265086111558524,49.13208732496845,24.043093514228126,configuration,2022-09-23,19,inspection,2022-03-31,406.23797863425887
133,N134,load balancer,Juniper,2013-09-02,59.55564621917887,10.162585023787052,51.847473888225224,36.2814018168344,hardware,2023-12-01,1,upgrade,2022-03-08,591.5931522747362
134,N135,firewall,Cisco,2011-05-21,79.42228766949364,50.48023566462439,77.27963009581114,40.3459993276005,software,2022-11-28,9,upgrade,2023-01-10,499.1433430850509
135,N136,load balancer,HP,2013-10-03,72.1230882069054,80.27610812667962,39.48554949068346,12.207571030764136,hardware,2023-09-02,1,inspection,2022-02-10,289.13070801311505
136,N137,switch,HP,2017-08-28,43.51452477099791,84.43918421996176,20.420307510484204,2.7587829439293166,configuration,2023-08-26,9,upgrade,2023-02-22,662.5077675131321
137,N138,load balancer,Juniper,2018-02-04,82.56714408513943,3.4439981680098986,85.320292046596,34.37861392532487,configuration,2022-07-31,19,repair,2022-04-24,320.48788115629986
138,N139,firewall,Dell,2013-11-10,20.735776761963777,93.83443692161994,99.24161756992191,17.80341325242501,configuration,2022-12-16,8,inspection,2022-10-01,472.09137486737103
139,N140,load balancer,Dell,2016-04-25,55.03668672829256,39.24445986304923,9.76855331027895,29.143518546863014,software,2023-05-21,10,inspection,2022-08-02,867.5936877504314
140,N141,load balancer,Juniper,2017-04-09,19.630665787676193,60.2922151591168,90.52620904401711,44.52804034123118,hardware,2022-10-18,10,inspection,2023-06-02,657.6287629414815
141,N142,load balancer,Juniper,2013-06-04,15.808951276042249,48.58803212287454,95.37094308445128,20.169348132425124,configuration,2023-03-28,8,upgrade,2022-11-17,478.3716608354023
142,N143,router,Cisco,2017-09-17,96.65644446668081,40.55941924275292,35.07700908283873,2.1667727052899877,hardware,2022-06-05,19,upgrade,2023-02-07,565.0016275043131
143,N144,firewall,Juniper,2013-09-01,82.93056360968498,13.065940874278558,41.964965630547134,44.79867246215446,configuration,2022-06-09,9,upgrade,2022-04-10,779.3039602916009
144,N145,firewall,Cisco,2013-06-17,27.863337893647277,99.31298779956018,0.12478426519586527,0.7765109559614569,hardware,2023-01-05,2,inspection,2023-09-28,790.9253813748227
145,N146,router,Juniper,2012-08-17,93.08831313749833,90.35180712725683,41.391108519643126,49.42001601623303,software,2023-09-07,5,inspection,2022-08-18,993.4978979747304
146,N147,router,Cisco,2013-06-01,76.5122214459695,34.53755829933882,50.1307356865783,17.15581308118854,software,2022-03-15,23,repair,2022-08-08,282.9865581577566
147,N148,switch,Juniper,2017-09-30,64.69809465142579,88.53856631045846,80.29238637142029,31.504368082052874,configuration,2022-07-30,16,upgrade,2022-10-07,694.8261753913808
148,N149,switch,Juniper,2016-01-03,1.9876446697243089,65.58854878301076,97.64976920872347,42.76199670689502,configuration,2023-10-05,17,repair,2022-11-19,642.1182668023761
149,N150,firewall,Cisco,2015-03-16,89.85171828889045,57.39921529585879,98.57530876289118,11.4164744943821,hardware,2022-06-17,21,upgrade,2023-05-28,950.0614401085613
150,N151,firewall,Cisco,2015-02-04,20.660658335985094,21.99451468832906,23.823881734750408,16.87851480550223,configuration,2023-08-10,18,repair,2022-02-28,953.7623808011406
151,N152,router,Dell,2013-01-04,40.8831958960171,89.05880439636454,14.218430989669761,20.966962247771537,software,2022-01-20,17,inspection,2023-08-12,482.84117853341655
152,N153,router,Cisco,2011-11-07,62.473633196768056,41.72717495766632,37.053475288991734,44.43800985865255,software,2022-02-14,8,repair,2022-12-27,676.2960478414906
153,N154,load balancer,Cisco,2014-11-18,99.13947553274843,21.01889651082056,41.92683829676317,20.59655222511963,software,2022-03-12,19,inspection,2023-12-22,516.6703863477707
154,N155,load balancer,Dell,2016-01-23,78.18021128651844,54.968375980265535,7.007027248185604,29.343892689011362,software,2022-04-13,14,upgrade,2023-09-19,226.00838886117015
155,N156,router,Juniper,2010-01-30,16.01762854441692,0.5913479571632019,6.19125076805026,24.88856464206966,configuration,2022-12-16,12,inspection,2022-04-15,977.4022167768511
156,N157,router,Juniper,2016-06-05,98.9516600304975,74.86350417102064,18.706729655344066,8.981343913642847,software,2022-09-24,10,upgrade,2022-10-29,295.894960675265
157,N158,router,Dell,2012-12-28,64.32776554288037,26.436748088959185,54.27943285670752,41.82826794919614,software,2022-10-28,23,repair,2023-01-05,778.7923614857266
158,N159,firewall,HP,2013-11-01,95.41377802391463,24.975732745556677,31.98041797919837,46.344684859117564,configuration,2022-08-29,14,upgrade,2022-02-26,405.34118435533264
159,N160,switch,Cisco,2016-11-08,88.65176737940537,73.70427646803235,22.952270242641593,36.29933383545995,configuration,2023-08-27,18,inspection,2023-12-13,615.9311266584959
160,N161,router,Cisco,2010-04-11,57.93452077124242,35.8939661986029,46.935074756427255,6.655936769594084,hardware,2023-10-04,11,upgrade,2023-12-10,657.6654897972302
161,N162,firewall,Dell,2012-07-28,29.688862379603766,97.28165636573007,44.10461387865474,26.776474296362313,hardware,2022-10-25,19,upgrade,2023-09-05,466.1312714442551
162,N163,load balancer,HP,2015-05-28,47.093472339469656,85.2884148913273,76.2956125599115,40.57259699677856,configuration,2023-05-16,13,upgrade,2023-09-07,228.86817886793568
163,N164,load balancer,HP,2011-05-15,41.269489273210326,36.57652109084518,39.015767513629804,14.838899649040748,software,2023-04-06,22,inspection,2023-07-22,392.68245853124535
164,N165,switch,Cisco,2011-08-15,5.7129443142111995,78.02742925971985,40.60303011264953,24.57874548074159,software,2023-01-23,9,inspection,2023-04-01,731.5142195456937
